Supplier,internal_company_code,Risk Type,topline_risk_score,transparency_score,frdm_score,all_country_risk_score,all_industry_risk_score,purchase_risk,all_alerts_count,trade_partner_risk,Spend Amount,Spend Level,supplier_id,id,parent_id,created_at,created_at,Countries,Industries,Products,Product Regulations,Industry Regulations,Documents,Warnings
"QINGDAO HONGLI COMPOSITES CO .,LTD",723070723,human_rights,0.81,0.068,1,0.65231,,,0,,,,634692,52,0,2023-07-13 09:51:12 UTC,2023-07-13 09:51:12 UTC,CHN,,,,,,
"Rosenboom Machine & Tool, Inc.",72900483,human_rights,0.81,0.18400000000000002,12,0.17059,0.62928,,0,0.5635483870967742,,,634700,52,0,2023-07-13 09:51:13 UTC,2023-07-13 09:51:13 UTC,USA,Fluid Power Cylinder and Actuator Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Omnitech Group Inc,7591,human_rights,0.81,0.168,14,0.17059,0.64838,,0,0.25,,,665325,52,0,2024-09-09 18:25:24 UTC,2024-09-09 18:25:24 UTC,USA,Iron and Steel Mills and Ferroalloy Manufacturing,,,Canada MSA| CSDDD| CSRD| Dutch CLDD| Energy Star| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct,,
"Dayco(Guizhou) Power Transmission Co.,Ltd",801978037,human_rights,0.81,0.06,1,0.65231,,,0,,,,634832,52,0,2023-07-13 09:51:39 UTC,2023-07-13 09:51:39 UTC,CHN,,,,,,
S. W. Anderson Company,859268349,human_rights,0.81,0.09200000000000001,15,0.17059,1.0,,0,0.05000000000000001,,,634998,52,0,2023-07-13 09:52:10 UTC,2023-07-13 09:52:10 UTC,USA,Hardware Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
CTP div of Nelson Global Products,929037315,human_rights,0.81,0.17600000000000002,10,0.17059,0.64632,,0,0.63,,,635063,52,0,2023-07-13 09:52:22 UTC,2023-07-13 09:52:22 UTC,USA,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,,,CSDDD| Energy Star| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct,,
TIAN JIN QING GONG LIAN MECHANICAL AND ELECTRICAL ,94,human_rights,0.81,0.05600000000000001,1,0.65231,,,0,,,,635081,52,0,2023-07-13 09:52:26 UTC,2023-07-13 09:52:26 UTC,CHN,,,,,,
CURTIS INSTRUMENTS(CHINA)CO. LTD,,human_rights,0.81,0.21200000000000002,51,0.65231,1.0,,0,,110714.0,,444286,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| WEEE,,
DANFOSS AUTOMATIC CONTROLS SH,,human_rights,0.81,0.22,31,0.65231,1.0,,9,,449001.0,,444266,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,Semiconductor and Other Electronic Component Manufacturing,,,Australia MSA| Canada MSA| CBAM| Conflict Mineral| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| WEEE,,
"Sichuan Camy New Energy Co., Ltd.",,human_rights,0.81,0.20800000000000002,21,0.65231,1.0,,3,,,high,637631,52,0,2023-08-17 18:23:40 UTC,2023-08-17 18:23:40 UTC,CHN,Battery Manufacturing,,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
GATES CANADA INC.,,human_rights,0.81,0.188,31,0.0964,0.72839,,0,0.5976829268292683,,,98705,52,0,2021-03-28 16:28:37 UTC,2023-01-05 15:08:59 UTC,CAN,Motor Vehicle Parts Manufacturing,,,CBAM| Conflict Mineral| EUBR,,
"FESCO Adecco Human Resources Service Shanghai co.,Ltd(北京外企德科人力资源服务上海有限公司",,human_rights,0.81,0.052000000000000005,1,0.65231,,,0,,,,523754,52,0,2022-08-12 02:52:57 UTC,2022-08-12 02:52:57 UTC,CHN,,,,,,
Transmotion Llc,,human_rights,0.81,0.16400000000000003,34,0.17059,0.72744,,0,0.2822222222222222,,,537901,52,0,2023-01-05 23:54:07 UTC,2023-01-05 23:54:07 UTC,USA,Fluid Power Valve and Hose Fitting Manufacturing| Other Metal Valve and Pipe Fitting Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,Labor Dispute Activity
Cross Manufacturing Inc,,human_rights,0.81,0.18,31,0.17059,0.63311,,0,0.6,,,537931,52,0,2023-01-06 16:51:43 UTC,2023-01-06 16:51:43 UTC,USA,Fluid Power Valve and Hose Fitting Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,Export Restrictions| Export to State Owned Enterprise| Import Restrictions| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Tariff Volatility| Trade Barriers
Atex,,human_rights,0.81,0.14400000000000002,35,0.35075,0.73507,,0,0.09229166666666666,,,538629,52,0,2023-01-12 17:54:45 UTC,2023-01-12 17:54:45 UTC,POL,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
Multi Time Limited,,human_rights,0.81,0.052000000000000005,6,0.65231,,,0,,,,633676,52,0,2023-07-13 09:47:51 UTC,2023-07-13 09:47:51 UTC,CHN,,,,,,Export Restrictions| Import Restrictions| Peace Status| Severe Armed Conflict| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Trade Barriers
Howie Lan's Company for Test,,human_rights,0.81,0.052000000000000005,1,0.65231,,,0,,,,634084,52,0,2023-07-13 09:49:13 UTC,2023-07-13 09:49:13 UTC,CHN,,,,,,
American Airworks,,human_rights,0.81,0.09600000000000002,11,0.17059,0.54507,,0,0.51,,,634157,52,0,2023-07-13 09:49:28 UTC,2023-07-13 09:49:28 UTC,USA,Service Establishment Equipment and Supplies Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
TIANJIN WTNSTAR FORKLIFT TRUCK SALES CO.,,human_rights,0.81,0.064,1,0.65231,,,0,,,,635043,52,0,2023-07-13 09:52:18 UTC,2023-07-13 09:52:18 UTC,CHN,,,,,,
Nexus Robotics Limited,,human_rights,0.81,0.15600000000000003,11,0.65231,0.938,,0,,,,643293,52,0,2023-08-28 16:35:29 UTC,2023-08-28 16:35:29 UTC,CHN,Tire Manufacturing,,,Deforestation| PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Xerotech Limited,,human_rights,0.81,0.1,4,0.26205,,,0,,,,643325,52,0,2023-09-12 17:34:44 UTC,2023-09-12 17:34:44 UTC,IRL,,,,,,Tariff Quota| UFLPA Critical Minerals| US Department of Labor Product Watchlist
GIGAVAC LLC,0,human_rights,0.8,0.24,36,0.65231,1.0,,0,,116721.0,,150554,52,0,2021-04-27 15:19:09 UTC,2021-04-27 16:04:26 UTC,CHN| COL| HUN| USA,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers| Relay and Industrial Control Manufacturing",,,CBAM| Conflict Mineral| Data Breach Vulnerability| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
SHARP VISION CO LTD,0,human_rights,0.8,0.24400000000000002,37,0.65231,1.0,,0,,130077.0,,152503,52,0,2021-04-27 15:21:33 UTC,2021-04-27 16:07:51 UTC,CHN,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,CBAM| Conflict Mineral| Data Breach Vulnerability| EUBR,,
KUBOTA (DEUTSCHLAND) GMBH,0,human_rights,0.8,0.22,29,0.08715,0.745,,0,1.0,162174.0,,150430,52,0,2021-04-27 15:19:01 UTC,2021-04-27 16:04:13 UTC,DEU,"Engine, Turbine, and Power Transmission Equipment Manufacturing",,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Salvagnini America Inc,0,human_rights,0.8,0.20400000000000001,34,0.17059,0.63729,,0,0.18,176218.0,,152404,52,0,2021-04-27 15:21:25 UTC,2021-04-27 16:07:40 UTC,USA,Machine Tool (Metal Cutting Types) Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
DORAZIO CAPITAL PARTNERS,0,human_rights,0.8,0.23200000000000004,36,0.65231,1.0,,0,,197257.0,,152380,52,0,2021-04-27 15:21:22 UTC,2021-04-27 16:07:38 UTC,CHN| COL| HUN| USA,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers| Fabricated Pipe and Pipe Fitting Manufacturing",,,CBAM| Conflict Mineral| CSDDD| Data Breach Vulnerability| EUBR| Water Pollution Direct| Water Pollution Supply Chain,,
TERRA DRIVE SYSTEMS,0,human_rights,0.8,0.24,34,0.17059,0.66912,,0,0.11833333333333333,203685.0,,152371,52,0,2021-04-27 15:21:22 UTC,2021-04-27 16:07:37 UTC,USA,Ball and Roller Bearing Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,Export Restrictions| Import Restrictions| Labor Dispute Activity| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Tariff Volatility| Trade Barriers| US Department of Labor Product Watchlist
P G TRIONIC,0,human_rights,0.8,0.3,47,0.65231,1.0,0.8642857142857144,0,,302653.0,,150226,52,0,2021-04-27 15:18:46 UTC,2021-04-27 16:03:50 UTC,CHN| MEX| MYS| USA,Computer Systems Design Services| Industrial Machinery and Equipment Merchant Wholesalers| New Car Dealers,Motor vehicles,Conflict Mineral,Australia MSA| CBAM| Data Breach High Incident| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
NESCO INC,0,human_rights,0.8,0.26,45,0.65231,0.68804,0.5099103973038713,3,0.07351758793969851,342040.0,,150769,52,0,2021-04-27 15:19:23 UTC,2021-04-27 16:04:49 UTC,CHN| COL| ISR| TWN| USA,Construction and Mining (Except Oil Well) Machinery and Equipment Merchant Wholesalers| Iron and Steel Forging| Other Fabricated Wire Product Manufacturing,Wire mills,,Canada MSA| CBAM| CSDDD| CSRD| Data Breach Vulnerability| Dutch CLDD| EUBR| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,,
DS ENTERPRISES,0,human_rights,0.8,0.344,44,0.17059,0.73507,0.6391070085853783,0,0.3508333333333333,356121.0,,151533,52,0,2021-04-27 15:20:17 UTC,2021-04-27 16:06:09 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing| Sheet Metal Work Manufacturing,Metal and mineral industries,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
CHEROKEE MILLWRIGHT INC,0,human_rights,0.8,0.23200000000000004,54,0.17059,0.6543,,0,0.365,364142.0,,151526,52,0,2021-04-27 15:20:16 UTC,2021-04-27 16:06:09 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
FILTRATION SERVICES,0,human_rights,0.8,0.32,65,0.4893,1.0,0.22125545454545456,0,0.08954545454545454,985673.0,,150816,52,0,2021-04-27 15:19:26 UTC,2021-04-27 16:04:54 UTC,IND| JPN| KOR| USA,Automotive Parts and Accessories Stores| Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,Transportation components and systems,Conflict Mineral,CBAM| Conflict Mineral| Data Breach Vulnerability| EUBR,,
BOSCH,0,human_rights,0.8,0.38,61,0.65231,0.8,0.2803884856367101,0,0.2838297872340425,1756630.0,,149952,52,0,2021-04-27 15:18:29 UTC,2021-04-27 16:03:21 UTC,CHN| DEU| MEX| MYS| USA,Industrial Machinery and Equipment Merchant Wholesalers| Offices of Other Holding Companies| Support Activities for Oil and Gas Operations,Building construction machinery and accessories| Hydro power plants,Conflict Mineral,CBAM| CSDDD| CSRD| Data Breach High Incident| Data Breach Vulnerability| Dutch CLDD| EUBR| EUFLR| LKSG| Political Risk Liability| Water Pollution Supply Chain,Code of Conduct| Conflict Minerals Policy| Modern Slavery Statement,BIS Critical Minerals| Export Restrictions| Import Restrictions| Investment Regulations| Labor Dispute Activity| Military Application Commodity| Severe Armed Conflict| Severe Tariff Measures| Subsidy Distortion| Tariff Escalation| Tariff Quota| Tariff Volatility| Trade Barriers| Trade Restrictions| UFLPA Critical Minerals| US Department of Labor Product Watchlist
SRC ELECTRICAL LLC,0,human_rights,0.8,0.24400000000000002,57,0.65231,1.0,,0,,1762952.0,,149926,52,0,2021-04-27 15:18:27 UTC,2021-04-27 16:03:18 UTC,CHN| COL| HUN| USA,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,CBAM| Conflict Mineral| Data Breach Vulnerability| EUBR,,
HDM SYSTEMS CORP.,0,human_rights,0.8,0.24,36,0.65231,1.0,,0,,2323640.0,,151150,52,0,2021-04-27 15:19:49 UTC,2021-04-27 16:05:29 UTC,CHN| GBR| HKG| PHL| USA,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers| Glass Product Manufacturing Made of Purchased Glass| Primary Battery Manufacturing",,,CBAM| Conflict Mineral| CSDDD| Data Breach Vulnerability| Energy Star| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
NELSON SALES CORP,0,human_rights,0.8,0.24400000000000002,33,0.17059,0.67933,,0,0.4066666666666667,2467813.0,,151139,52,0,2021-04-27 15:19:49 UTC,2021-04-27 16:05:28 UTC,USA,Cellulosic Organic Fiber Manufacturing,,,Energy Star| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
J G B ENTERPRISES INC,0,human_rights,0.8,0.26,45,0.17059,0.9293,0.543171020635467,0,0.085,3354479.0,,151117,52,0,2021-04-27 15:19:47 UTC,2021-04-27 16:05:25 UTC,USA,All Other Rubber Product Manufacturing| Rubber and Plastics Hoses and Belting Manufacturing,Hoses,PFAS,Deforestation| PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
PERFECTION GEAR,0,human_rights,0.8,0.32,43,0.17059,0.84833,0.4717331075697213,3,0.4616666666666667,3672562.0,,149863,52,0,2021-04-27 15:18:24 UTC,2021-04-27 16:03:11 UTC,USA,"Construction and Mining (Except Oil Well) Machinery and Equipment Merchant Wholesalers| Research and Development in the Physical, Engineering, and Life Sciences (Except Nanotechnology and Biotechnology)| Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",Motor vehicles parts or accessories manufacture services,,CBAM| Data Breach High Incident| Data Breach Vulnerability| EUBR| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
GREAT LAKES POWER SERVICE CO.,0,human_rights,0.8,0.34800000000000003,42,0.17059,0.84833,0.4717331075697213,0,0.375,3743003.0,,149835,52,0,2021-04-27 15:18:22 UTC,2021-04-27 16:03:08 UTC,USA,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",Motor vehicles parts or accessories manufacture services,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
INDIANA MILLS & MANUFACTURING,0,human_rights,0.8,0.324,44,0.17059,0.82347,0.4717331075697217,6,0.3333333333333333,5270788.0,,151442,52,0,2021-04-27 15:20:11 UTC,2021-04-27 16:06:00 UTC,USA,All Other Miscellaneous Manufacturing| Cafeterias| Full-Service Restaurants,Eating And Drinking Establishments,,BLS Nonfatal| UK MSA,,
"SKYDEX Technologies, Inc.",170083898,human_rights,0.8,0.168,13,0.17059,0.60367,,0,0.32,,,633658,52,0,2023-07-13 09:47:48 UTC,2023-07-13 09:47:48 UTC,USA,Urethane and Other Foam Product (Except Polystyrene) Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
CARWOOD MOTOR UNITS LIMITED,218818953,human_rights,0.8,0.08800000000000001,2,0.11939,,,0,0.40071428571428575,,,633756,52,0,2023-07-13 09:48:08 UTC,2023-07-13 09:48:08 UTC,GBR,,,,,,
WERNER ELECTRIC SUPPLY CO.,23465008,human_rights,0.8,0.24400000000000002,37,0.65231,1.0,,0,,2498766.0,,151154,52,0,2021-04-27 15:19:50 UTC,2021-04-27 16:05:29 UTC,CHN| COL| HUN| USA,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers| Electrical Contractors and Other Wiring Installation Contractors",,,CBAM| Conflict Mineral| CSRD| Data Breach Vulnerability| Dutch CLDD| EUBR| EUFLR| LKSG,,
PERKINS ENGINES COMPANY LIMITED,298863192,human_rights,0.8,0.08800000000000001,0,0.11939,,,0,0.7069999999999999,,,633841,52,0,2023-07-13 09:48:26 UTC,2023-07-13 09:48:26 UTC,GBR,,,,,,BIS Critical Minerals| Export Restrictions| Export to State Owned Enterprise| Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Forced Labor Risk (Subtier Trading History with Xinjiang Import Controls Designated Entity)| Investment Regulations| Labor Dispute Activity| Military Application Commodity| Severe Tariff Measures| Subsidy Distortion| Tariff Escalation| Tariff Quota| Trade Barriers| UFLPA Critical Minerals| US Department of Labor Product Watchlist
ZF FRIEDRICHSHAFEN AG,315015446,human_rights,0.8,0.30400000000000005,47,0.17059,0.82347,0.5818258466135469,0,0.46808823529411775,1652866.0,,151202,52,0,2021-04-27 15:19:53 UTC,2021-04-27 16:05:34 UTC,DEU| USA,All Other Miscellaneous Manufacturing| Mechanical Power Transmission Equipment Manufacturing,Industrial Production and Manufacturing Services,,UK MSA| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,Modern Slavery Statement,Export Restrictions| Export to State Owned Enterprise| Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Forced Labor Risk (Subtier Trading History with Xinjiang Import Controls Designated Entity)| Import Restrictions| Investment Regulations| Labor Dispute Activity| Military Application Commodity| Severe Tariff Measures| Subsidy Distortion| Tariff Escalation| Tariff Quota| Tariff Volatility| Trade Barriers| US Department of Labor Product Watchlist
WILLIAMS FIRE & HAZARD LLC,39246889,human_rights,0.8,0.24,0,0.17059,0.664,,0,0.38000000000000006,,,633935,52,0,2023-07-13 09:48:45 UTC,2023-07-13 09:48:45 UTC,USA,Other Commercial and Service Industry Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
"Tianjin Chengruifeng Co., Ltd.",407588635,human_rights,0.8,0.08,2,0.65231,,,0,,,,633947,52,0,2023-07-13 09:48:47 UTC,2023-07-13 09:48:47 UTC,CHN,,,,,,
POLYGON (XIAMEN) COMPOSITE MATERIALS LTD,528181250,human_rights,0.8,0.084,2,0.65231,,,0,,,,634275,52,0,2023-07-13 09:49:50 UTC,2023-07-13 09:49:50 UTC,CHN,,,,,,
"Jiashan Dick Precision Machinery Co., Ltd.",529011343,human_rights,0.8,0.08,2,0.65231,,,0,,,,634279,52,0,2023-07-13 09:49:51 UTC,2023-07-13 09:49:51 UTC,CHN,,,,,,
"Xuzhou BUT Construction Machinery Joint-Stock Co.,",531137578,human_rights,0.8,0.084,2,0.65231,,,0,,,,634300,52,0,2023-07-13 09:49:55 UTC,2023-07-13 09:49:55 UTC,CHN,,,,,,
"Zhongxing Group Co., Ltd.",544599832,human_rights,0.8,0.084,2,0.65231,,,0,,,,634341,52,0,2023-07-13 09:50:02 UTC,2023-07-13 09:50:02 UTC,CHN,,,,,,
BAKS International LLC,6210,human_rights,0.8,0.10400000000000001,4,0.17059,,,0,0.28,,,665264,52,0,2024-09-09 18:24:13 UTC,2024-09-09 18:24:13 UTC,USA,,,,,,
"United Gear & Assembly, Inc.",6479088,human_rights,0.8,0.16400000000000003,15,0.17059,0.9,,0,0.13999999999999999,,,665424,52,0,2024-09-09 18:27:31 UTC,2024-09-09 18:27:31 UTC,USA,Motor Vehicle Transmission and Power Train Parts Manufacturing,,,CBAM| Conflict Mineral| EUBR,,
Renhotec,6544,human_rights,0.8,0.084,2,0.65231,,,0,,,,665171,52,0,2024-09-09 18:22:27 UTC,2024-09-09 18:22:27 UTC,CHN,,,,,,
"KODUCT MACHINERY (SHANGHAI) CO.,LTD",713132086,human_rights,0.8,0.07600000000000001,1,0.65231,,,0,,,,634687,52,0,2023-07-13 09:51:11 UTC,2023-07-13 09:51:11 UTC,CHN,,,,,,
Ramsey Winch Company,7223829,human_rights,0.8,0.10800000000000001,12,0.17059,0.50412,,0,0.43166666666666664,,,634691,52,0,2023-07-13 09:51:11 UTC,2023-07-13 09:51:11 UTC,USA,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Filtech Inc.,77486033,human_rights,0.8,0.172,12,0.17059,0.6,,0,0.4444086021505376,,,634727,52,0,2023-07-13 09:51:18 UTC,2023-07-13 09:51:18 UTC,USA,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
"VENOEN Technology CO., LTD",7787,human_rights,0.8,0.08,2,0.65231,,,0,,,,665173,52,0,2024-09-09 18:22:30 UTC,2024-09-09 18:22:30 UTC,CHN,,,,,,
"Delta Flexible Products, Inc.",86688462,human_rights,0.8,0.5,0,0.16807,1.0,,0,0.36999999999999994,,,635007,52,0,2023-07-13 09:52:11 UTC,2023-07-13 09:52:11 UTC,USA,Rubber Product Manufacturing for Mechanical Use,,,PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
XUZHOU GLOBE REACH HEAVY MACHINERY COMPANY LIMITED,89,human_rights,0.8,0.08,2,0.65231,,,0,,,,635039,52,0,2023-07-13 09:52:18 UTC,2023-07-13 09:52:18 UTC,CHN,,,,,,
"BO JING LIGHT CO., LTD.",95,human_rights,0.8,0.08,2,0.65231,,,0,,,,635097,52,0,2023-07-13 09:52:29 UTC,2023-07-13 09:52:29 UTC,CHN,,,,,,
JACKSON MANUFACTORY DONGGUAN LTD,,human_rights,0.8,0.23200000000000004,31,0.65231,1.0,,0,,291329.0,,444274,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| WEEE,,
Manuli Hydraulics (Suzhou),,human_rights,0.8,0.24400000000000002,32,0.65231,0.9875,,0,,736690.0,,444254,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,Plastics and Rubber Products Manufacturing,,,Deforestation| PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"SHANDONG YUXIN MECHANICAL CO.,LTD",,human_rights,0.8,0.248,32,0.65231,1.0,,0,,1199331.0,,444248,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CAN| CHN| GBR,Electrical Equipment Manufacturing,,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
"RIMASTER (NINGBO) CO.,LTD.",,human_rights,0.8,0.24400000000000002,32,0.65231,1.0,,0,,3412941.0,,444235,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,Electrical Equipment Manufacturing,,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
"MTA DISTRIBUTORS, INC.",,human_rights,0.8,0.10400000000000001,12,0.17059,0.5,,3,0.462,,,113424,52,0,2021-03-30 10:30:06 UTC,2023-07-13 09:49:17 UTC,USA,Construction and Mining (Except Oil Well) Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
MOBILE CLIMATE CONTROL,,human_rights,0.8,0.17600000000000002,32,0.0964,0.6765,,0,0.44576271186440664,,,122993,52,0,2021-04-20 20:02:20 UTC,2023-01-04 19:49:04 UTC,CAN,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,,,Conflict Mineral| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,Labor Dispute Activity| Owner of Entity Subject to Regulatory Action| Tariff Quota| Trade Barriers
